rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,1_3,cpa,mis,dis,rec,matches
623,Baran Vardar,,DF,İstanbulspor,18,2005,1.2,,,,,,,,,,,,,,,,,,,,,Matches
624,Dal Varesanovic,ba BIH,MF,Rizespor,22,2001,23.2,,,,,,,,,,,,,,,,,,,,,Matches
625,Valmir Veliu,xk KVX,FW,Gaziantep FK,23,2000,0.3,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
626,Freddie Veseli,al ALB,DF,Fatih Karagümrük,30,1992,17.8,,,,,,,,,,,,,,,,,,,,,Matches
627,Carlos Vinícius,br BRA,FW,Galatasaray,28,1995,1.5,,,,,,,,,,,,,,,,,,,,,Matches
628,Edin Višća,ba BIH,MF,Trabzonspor,33,1990,31.5,,,,,,,,,,,,,,,,,,,,,Matches
629,Modestas Vorobjovas,lt LTU,MF,İstanbulspor,27,1995,23.6,,,,,,,,,,,,,,,,,,,,,Matches
630,Josip Vuković,hr CRO,MF,Pendikspor,31,1992,12.0,,,,,,,,,,,,,,,,,,,,,Matches
631,Güray Vural,tr TUR,DF,Antalyaspor,35,1988,28.5,,,,,,,,,,,,,,,,,,,,,Matches
632,Emir Vurusaner,,DF,İstanbulspor,18,2005,0.1,,,,,,,,,,,,,,,,,,,,,Matches
633,Welinton,br BRA,DF,Pendikspor,34,1989,22.4,,,,,,,,,,,,,,,,,,,,,Matches
634,Cláudio Winck,br BRA,DF,Kasımpaşa,29,1994,31.8,,,,,,,,,,,,,,,,,,,,,Matches
635,Joe Worrall,eng ENG,DF,Beşiktaş,26,1997,5.5,,,,,,,,,,,,,,,,,,,,,Matches
636,Güven Yalçın,tr TUR,"FW,MF",Fatih Karagümrük,24,1999,23.7,,,,,,,,,,,,,,,,,,,,,Matches
637,Mert Yandaş,tr TUR,MF,Fenerbahçe,28,1994,6.6,,,,,,,,,,,,,,,,,,,,,Matches
638,Erencan Yardimci,tr TUR,"FW,MF",Pendikspor,21,2002,15.6,,,,,,,,,,,,,,,,,,,,,Matches
639,Ali Yasar,be BEL,"DF,MF",İstanbulspor,28,1995,28.1,,,,,,,,,,,,,,,,,,,,,Matches
640,Karahan Yasir Subaşı,tr TUR,DF,Konyaspor,27,1996,2.2,,,,,,,,,,,,,,,,,,,,,Matches
641,Zeki Yavru,tr TUR,DF,Samsunspor,31,1991,22.4,,,,,,,,,,,,,,,,,,,,,Matches
642,Sarp Yavrucu,,FW,Kasımpaşa,18,2005,0.0,,,,,,,,,,,,,,,,,,,,,Matches
643,Uğurcan Yazgılı,tr TUR,"DF,MF",Konyaspor,24,1999,29.9,,,,,,,,,,,,,,,,,,,,,Matches
644,Sagiv Yehezkel,il ISR,"MF,FW",Antalyaspor,28,1995,10.1,,,,,,,,,,,,,,,,,,,,,Matches
645,Mehmet Yeşil,tr TUR,DF,İstanbulspor,25,1998,32.2,,,,,,,,,,,,,,,,,,,,,Matches
646,Erdoğan Yeşilyurt,,"DF,MF",Antalyaspor,29,1993,27.6,,,,,,,,,,,,,,,,,,,,,Matches
647,Emirhan Yigit,,MF,Kasımpaşa,17,2006,0.0,,,,,,,,,,,,,,,,,,,,,Matches
648,Bertuğ Yıldırım,tr TUR,FW,Hatayspor,21,2002,2.9,,,,,,,,,,,,,,,,,,,,,Matches
649,Engin Yıldırım,tr TUR,FW,Trabzonspor,18,2005,0.1,,,,,,,,,,,,,,,,,,,,,Matches
650,İbrahim Yılmaz,tr TUR,FW,İstanbulspor,29,1994,5.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
651,Kartal Yılmaz,tr TUR,MF,Kayserispor,22,2000,26.7,,,,,,,,,,,,,,,,,,,,,Matches
652,Mert Yilmaz,tr TUR,DF,Antalyaspor,24,1999,2.3,,,,,,,,,,,,,,,,,,,,,Matches
653,Recep Yılmaz,tr TUR,DF,Hatayspor,27,1995,10.0,,,,,,,,,,,,,,,,,,,,,Matches
654,İsmail Yüksek,tr TUR,MF,Fenerbahçe,24,1999,25.6,,,,,,,,,,,,,,,,,,,,,Matches
655,Wilfried Zaha,ci CIV,"MF,FW",Galatasaray,30,1992,16.0,,,,,,,,,,,,,,,,,,,,,Matches
656,Baktiyor Zainutdinov,kz KAZ,"DF,MF",Beşiktaş,25,1998,18.1,,,,,,,,,,,,,,,,,,,,,Matches
657,Miha Zajc,si SVN,MF,Fenerbahçe,29,1994,5.7,,,,,,,,,,,,,,,,,,,,,Matches
658,Arber Zeneli,xk KVX,MF,Adana Demirspor,28,1995,4.0,,,,,,,,,,,,,,,,,,,,,Matches
659,Altin Zeqiri,xk KVX,MF,Rizespor,23,2000,25.3,,,,,,,,,,,,,,,,,,,,,Matches
660,Hakim Ziyech,ma MAR,MF,Galatasaray,30,1993,11.9,,,,,,,,,,,,,,,,,,,,,Matches
661,Andrej Đokanović,ba BIH,MF,Ankaragücü,22,2001,6.8,,,,,,,,,,,,,,,,,,,,,Matches
