wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
37,Sat,2024-05-18,19:00 (18:00),Gaziantep FK,3–1,Fatih Karagümrük,,Kalyon Arena,Zorbay Küçük,Match Report,
37,Sat,2024-05-18,19:00 (18:00),Rizespor,0–0,Kasımpaşa,,Çaykur Didi Stadyumu,Burak Pakkan,Match Report,
37,Sat,2024-05-18,19:00 (18:00),Başakşehir,0–1,Trabzonspor,,Başakşehir Fatih Terim Stadium,Tugay Kaan Numanoğlu,Match Report,
37,Sun,2024-05-19,19:00 (18:00),Galatasaray,0–1,Fenerbahçe,,RAMS Park,Arda Kardeşler,Match Report,
38,Fri,2024-05-24,20:00 (19:00),Alanyaspor,1–1,Antalyaspor,,Kırbıyık Holding Stadyumu,Halil Umut Meler,Match Report,
38,Sat,2024-05-25,16:00 (15:00),Fatih Karagümrük,3–1,Samsunspor,,Atatürk Olimpiyat Stadı,Mehmet Türkmen,Match Report,
38,Sat,2024-05-25,19:00 (18:00),Sivasspor,2–1,Kayserispor,,BG Grup 4 Eylül Stadyumu,Murat Erdoğan,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Hatayspor,2–0,Rizespor,,Mersin Arena,Abdulkadir Bitigen,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Konyaspor,1–3,Galatasaray,,Konya Büyükşehir Stadı,Tugay Kaan Numanoğlu,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Adana Demirspor,2–6,Başakşehir,,Yeni Adana Stadyumu,Burak Şeker,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Fenerbahçe,6–0,İstanbulspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Volkan Bayarslan,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Kasımpaşa,2–1,Beşiktaş,,Recep Tayyip Erdoğan Stadyumu,Bahattin Şimşek,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Trabzonspor,4–2,Ankaragücü,,Şenol Güneş Stadyumu,Atilla Karaoğlan,Match Report,
38,Sun,2024-05-26,19:00 (18:00),Pendikspor,0–1,Gaziantep FK,,Pendik Stadyumu,Direnç Tonusluoğlu,Match Report,
