rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,1_3,cpa,mis,dis,rec,matches
203,Sota Koshimichi,jp JPN,MF,Sanfrecce,18,2004,7.6,,,,,,,,,,,,,,,,,,,,,Matches
204,Tomoya Koyamatsu,jp JPN,"MF,FW",Kashiwa Reysol,27,1995,18.2,,,,,,,,,,,,,,,,,,,,,Matches
205,Kazuki Kozuka,jp JPN,MF,Kawa Frontale,28,1994,1.2,,,,,,,,,,,,,,,,,,,,,Matches
206,Tojiro Kubo,jp JPN,MF,Grampus,23,1999,4.3,,,,,,,,,,,,,,,,,,,,,Matches
207,Naoki Kumata,jp JPN,FW,FC Tokyo,18,2004,0.9,,,,,,,,,,,,,,,,,,,,,Matches
208,Shu Kurata,jp JPN,"MF,FW",Gamba Osaka,34,1988,9.6,,,,,,,,,,,,,,,,,,,,,Matches
209,Keisuke Kurokawa,jp JPN,DF,Gamba Osaka,25,1997,31.9,,,,,,,,,,,,,,,,,,,,,Matches
210,Shintaro Kurumaya,jp JPN,DF,Kawa Frontale,30,1992,17.1,,,,,,,,,,,,,,,,,,,,,Matches
211,Kwon Kyung-won,kr KOR,DF,Gamba Osaka,31,1992,17.3,,,,,,,,,,,,,,,,,,,,,Matches
212,Mitchell Langerak,au AUS,GK,Grampus,34,1988,34.0,,,,,,,,,,,,,,,,,,,,,Matches
213,Neta Lavi,il ISR,MF,Gamba Osaka,26,1996,23.3,,,,,,,,,,,,,,,,,,,,,Matches
214,Leonardo,br BRA,FW,Cerezo Osaka,27,1995,29.3,,,,,,,,,,,,,,,,,,,,,Matches
215,Lincoln,br BRA,FW,Vissel Kobe,22,2000,0.2,,,,,,,,,,,,,,,,,,,,,Matches
216,Bryan Linssen,nl NED,"FW,MF",Urawa Reds,32,1990,5.5,,,,,,,,,,,,,,,,,,,,,Matches
217,Anderson Lopes,br BRA,FW,Marinos,29,1993,31.6,,,,,,,,,,,,,,,,,,,,,Matches
218,Shuto Machino,jp JPN,FW,Shonan Bellmare,23,1999,17.7,,,,,,,,,,,,,,,,,,,,,Matches
219,Hiroyuki Mae,jp JPN,MF,Avispa Fukuoka,27,1995,33.0,,,,,,,,,,,,,,,,,,,,,Matches
220,Naoki Maeda,jp JPN,"MF,FW",Grampus,28,1994,3.4,,,,,,,,,,,,,,,,,,,,,Matches
221,Yota Maejima,jp JPN,"MF,DF",Avispa Fukuoka,25,1997,23.7,,,,,,,,,,,,,,,,,,,,,Matches
222,Daiya Maekawa,jp JPN,GK,Vissel Kobe,28,1994,34.0,,,,,,,,,,,,,,,,,,,,,Matches
223,Hidetaka Maie,jp JPN,FW,Kashiwa Reysol,19,2003,0.4,,,,,,,,,,,,,,,,,,,,,Matches
224,Seiya Maikuma,jp JPN,"DF,FW",Cerezo Osaka,25,1997,30.3,,,,,,,,,,,,,,,,,,,,,Matches
225,Marcinho,br BRA,FW,Kawa Frontale,27,1995,12.0,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
226,Yuichi Maruyama,jp JPN,DF,Grampus,33,1989,9.2,,,,,,,,,,,,,,,,,,,,,Matches
227,Ken Masui,jp JPN,FW,Grampus,21,2001,0.2,,,,,,,,,,,,,,,,,,,,,Matches
228,Juan Mata,es ESP,"FW,MF",Vissel Kobe,34,1988,0.1,,,,,,,,,,,,,,,,,,,,,Matches
229,Mateus,br BRA,MF,Grampus,28,1994,20.4,,,,,,,,,,,,,,,,,,,,,Matches
230,Yan Matheus,br BRA,"MF,FW",Marinos,24,1998,19.8,,,,,,,,,,,,,,,,,,,,,Matches
231,Ken Matsubara,jp JPN,DF,Marinos,29,1993,23.9,,,,,,,,,,,,,,,,,,,,,Matches
232,Eitaro Matsuda,jp JPN,MF,Albirex Niigata,21,2001,10.0,,,,,,,,,,,,,,,,,,,,,Matches
233,Riku Matsuda,jp JPN,DF,Cerezo Osaka,31,1991,8.2,,,,,,,,,,,,,,,,,,,,,Matches
234,Temma Matsuda,jp JPN,"MF,FW",Kyoto Sanga,27,1995,15.9,,,,,,,,,,,,,,,,,,,,,Matches
235,Kuryū Matsuki,jp JPN,MF,FC Tokyo,19,2003,20.0,,,,,,,,,,,,,,,,,,,,,Matches
236,Hiroya Matsumoto,jp JPN,DF,Sanfrecce,22,2000,1.2,,,,,,,,,,,,,,,,,,,,,Matches
237,Kenta Matsumoto,jp JPN,GK,Kashiwa Reysol,25,1997,28.0,,,,,,,,,,,,,,,,,,,,,Matches
238,Taishi Matsumoto,jp JPN,MF,Sanfrecce,24,1998,5.1,,,,,,,,,,,,,,,,,,,,,Matches
239,Yuta Matsumura,id IDN,MF,Kashima Antlers,21,2001,8.6,,,,,,,,,,,,,,,,,,,,,Matches
240,Yuto Matsunagane,jp JPN,DF,Kawa Frontale,18,2004,0.9,,,,,,,,,,,,,,,,,,,,,Matches
241,Kai Matsuzaki,jp JPN,MF,Urawa Reds,25,1997,0.6,,,,,,,,,,,,,,,,,,,,,Matches
242,Hiroki Mawatari,jp JPN,GK,Shonan Bellmare,28,1994,2.0,,,,,,,,,,,,,,,,,,,,,Matches
243,Kazuaki Mawatari,jp JPN,DF,Urawa Reds,31,1991,0.3,,,,,,,,,,,,,,,,,,,,,Matches
244,Ryotaro Meshino,jp JPN,"FW,MF",Gamba Osaka,24,1998,14.3,,,,,,,,,,,,,,,,,,,,,Matches
245,Kenedyegbus Mikuni,jp JPN,DF,Avispa Fukuoka,22,2000,5.6,,,,,,,,,,,,,,,,,,,,,Matches
246,Kim Min-tae,kr KOR,DF,Shonan Bellmare,29,1993,12.0,,,,,,,,,,,,,,,,,,,,,Matches
247,Saulo Mineiro,br BRA,FW,Yokohama FC,25,1997,2.4,,,,,,,,,,,,,,,,,,,,,Matches
248,Yuto Misao,jp JPN,DF,Kyoto Sanga,31,1991,7.3,,,,,,,,,,,,,,,,,,,,,Matches
249,Naoto Misawa,jp JPN,MF,Kyoto Sanga,27,1995,2.9,,,,,,,,,,,,,,,,,,,,,Matches
250,Hirotaka Mita,jp JPN,MF,Yokohama FC,32,1990,14.7,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
251,Shunsuke Mito,jp JPN,MF,Albirex Niigata,20,2002,22.6,,,,,,,,,,,,,,,,,,,,,Matches
252,Hiromu Mitsumaru,jp JPN,"DF,MF",Kashiwa Reysol,29,1993,18.7,,,,,,,,,,,,,,,,,,,,,Matches
253,Makoto Mitsuta,jp JPN,MF,Sanfrecce,23,1999,21.5,,,,,,,,,,,,,,,,,,,,,Matches
254,Genta Miura,jp JPN,DF,Gamba Osaka,27,1995,21.5,,,,,,,,,,,,,,,,,,,,,Matches
255,Daiki Miya,jp JPN,DF,Avispa Fukuoka,26,1996,14.0,,,,,,,,,,,,,,,,,,,,,Matches
256,Ryo Miyaichi,jp JPN,"MF,FW",Marinos,30,1992,5.8,,,,,,,,,,,,,,,,,,,,,Matches
257,Taisei Miyashiro,jp JPN,FW,Kawa Frontale,22,2000,20.1,,,,,,,,,,,,,,,,,,,,,Matches
258,Takumi Miyayoshi,jp JPN,FW,Kyoto Sanga,30,1992,0.2,,,,,,,,,,,,,,,,,,,,,Matches
259,Hiroki Miyazawa,jp JPN,"MF,DF",Consa Sapporo,33,1989,17.4,,,,,,,,,,,,,,,,,,,,,Matches
260,Shūhei Mizoguchi,jp JPN,DF,Kashima Antlers,18,2004,3.4,,,,,,,,,,,,,,,,,,,,,Matches
261,Kota Mizunuma,jp JPN,"MF,FW",Marinos,32,1990,10.8,,,,,,,,,,,,,,,,,,,,,Matches
262,David Moberg Karlsson,se SWE,MF,Urawa Reds,28,1994,4.5,,,,,,,,,,,,,,,,,,,,,Matches
263,Faruzansana Mohamado,jp JPN,MF,Kashiwa Reysol,18,2004,0.4,,,,,,,,,,,,,,,,,,,,,Matches
264,Mateus Moraes,br BRA,DF,Yokohama FC,21,2001,14.1,,,,,,,,,,,,,,,,,,,,,Matches
265,Masato Morishige,jp JPN,DF,FC Tokyo,35,1987,26.7,,,,,,,,,,,,,,,,,,,,,Matches
266,Tsukasa Morishima,jp JPN,MF,Grampus,25,1997,8.7,,,,,,,,,,,,,,,,,,,,,Matches
267,Tsukasa Morishima,jp JPN,MF,Sanfrecce,25,1997,18.0,,,,,,,,,,,,,,,,,,,,,Matches
268,Ryoya Morishita,jp JPN,MF,Grampus,25,1997,30.7,,,,,,,,,,,,,,,,,,,,,Matches
269,Tatsuya Morita,jp JPN,GK,Kashiwa Reysol,32,1990,3.0,,,,,,,,,,,,,,,,,,,,,Matches
270,Kentaro Moriya,jp JPN,MF,Sagan Tosu,34,1988,8.0,,,,,,,,,,,,,,,,,,,,,Matches
271,Kimiya Moriyama,jp JPN,MF,Avispa Fukuoka,20,2002,0.0,,,,,,,,,,,,,,,,,,,,,Matches
272,Shu Morooka,jp JPN,FW,Kashima Antlers,22,2000,1.4,,,,,,,,,,,,,,,,,,,,,Matches
273,Stefan Mugoša,me MNE,FW,Vissel Kobe,30,1992,0.0,,,,,,,,,,,,,,,,,,,,,Matches
274,Masaaki Murakami,jp JPN,GK,Avispa Fukuoka,30,1992,20.0,,,,,,,,,,,,,,,,,,,,,Matches
275,Yuhi Murakami,jp JPN,DF,Marinos,22,2000,1.0,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
276,Yoshinori Mutō,jp JPN,"FW,MF",Vissel Kobe,30,1992,32.3,,,,,,,,,,,,,,,,,,,,,Matches
277,Yuki Muto,jp JPN,FW,Kashiwa Reysol,34,1988,4.4,,,,,,,,,,,,,,,,,,,,,Matches
278,Kato Mutsuki,jp JPN,"MF,FW",Sanfrecce,25,1997,12.9,,,,,,,,,,,,,,,,,,,,,Matches
279,Kato Mutsuki,jp JPN,FW,Cerezo Osaka,25,1997,8.5,,,,,,,,,,,,,,,,,,,,,Matches
280,Kengo Nagai,jp JPN,GK,Yokohama FC,28,1994,17.6,,,,,,,,,,,,,,,,,,,,,Matches
281,Kensuke Nagai,jp JPN,"MF,FW",Grampus,33,1989,24.5,,,,,,,,,,,,,,,,,,,,,Matches
282,Takumi Nagaishi,jp JPN,GK,Avispa Fukuoka,26,1996,14.0,,,,,,,,,,,,,,,,,,,,,Matches
283,Ryota Nagaki,jp JPN,MF,Shonan Bellmare,34,1988,9.3,,,,,,,,,,,,,,,,,,,,,Matches
284,Motoki Nagakura,jp JPN,"MF,FW",Albirex Niigata,23,1999,4.9,,,,,,,,,,,,,,,,,,,,,Matches
285,Yoichi Naganuma,jp JPN,MF,Sagan Tosu,25,1997,30.3,,,,,,,,,,,,,,,,,,,,,Matches
286,Kazuki Nagasawa,jp JPN,MF,Grampus,31,1991,2.1,,,,,,,,,,,,,,,,,,,,,Matches
287,Shiva Nagasawa,jp JPN,DF,Sagan Tosu,21,2001,0.5,,,,,,,,,,,,,,,,,,,,,Matches
288,Katsuya Nagato,jp JPN,DF,Marinos,28,1995,25.6,,,,,,,,,,,,,,,,,,,,,Matches
289,Yuto Nagatomo,jp JPN,DF,FC Tokyo,36,1986,23.2,,,,,,,,,,,,,,,,,,,,,Matches
290,Shintaro Nago,jp JPN,MF,Kashima Antlers,26,1996,7.3,,,,,,,,,,,,,,,,,,,,,Matches
291,Teruhito Nakagawa,jp JPN,"MF,FW",FC Tokyo,30,1992,21.0,,,,,,,,,,,,,,,,,,,,,Matches
292,Hikaru Nakahara,jp JPN,MF,Cerezo Osaka,26,1996,3.8,,,,,,,,,,,,,,,,,,,,,Matches
293,Shoya Nakajima,jp JPN,MF,Urawa Reds,28,1994,1.8,,,,,,,,,,,,,,,,,,,,,Matches
294,Hayato Nakama,jp JPN,MF,Kashima Antlers,30,1992,14.9,,,,,,,,,,,,,,,,,,,,,Matches
295,Hotaka Nakamura,jp JPN,DF,FC Tokyo,25,1997,5.8,,,,,,,,,,,,,,,,,,,,,Matches
296,Keita Nakamura,jp JPN,MF,Kashiwa Reysol,29,1993,0.7,,,,,,,,,,,,,,,,,,,,,Matches
297,Ryotaro Nakamura,jp JPN,MF,Kashima Antlers,25,1997,0.6,,,,,,,,,,,,,,,,,,,,,Matches
298,Shun Nakamura,jp JPN,MF,Avispa Fukuoka,28,1994,9.2,,,,,,,,,,,,,,,,,,,,,Matches
299,Takumi Nakamura,jp JPN,"DF,MF",Yokohama FC,21,2001,8.0,,,,,,,,,,,,,,,,,,,,,Matches
300,Toya Nakamura,jp JPN,"DF,MF",Consa Sapporo,22,2000,18.5,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
301,Shinya Nakano,jp JPN,DF,Sagan Tosu,19,2003,3.0,,,,,,,,,,,,,,,,,,,,,Matches
302,Shinya Nakano,jp JPN,DF,Gamba Osaka,19,2003,1.7,,,,,,,,,,,,,,,,,,,,,Matches
303,Shuto Nakano,jp JPN,MF,Sanfrecce,22,2000,16.5,,,,,,,,,,,,,,,,,,,,,Matches
304,Yoshihiro Nakano,jp JPN,MF,Shonan Bellmare,29,1993,5.3,,,,,,,,,,,,,,,,,,,,,Matches
305,Taika Nakashima,jp JPN,FW,Grampus,20,2002,2.4,,,,,,,,,,,,,,,,,,,,,Matches
306,Taika Nakashima,jp JPN,FW,Consa Sapporo,20,2002,1.3,,,,,,,,,,,,,,,,,,,,,Matches
307,Shinnosuke Nakatani,jp JPN,DF,Grampus,26,1996,33.0,,,,,,,,,,,,,,,,,,,,,Matches
308,Naldinho,br BRA,FW,Grampus,30,1992,0.4,,,,,,,,,,,,,,,,,,,,,Matches
309,Tatsuki Nara,jp JPN,DF,Avispa Fukuoka,29,1993,31.0,,,,,,,,,,,,,,,,,,,,,Matches
310,Yoshiki Narahara,jp JPN,"DF,MF",Sagan Tosu,18,2004,4.8,,,,,,,,,,,,,,,,,,,,,Matches
311,Boniface Nduka,jp JPN,DF,Yokohama FC,26,1996,26.0,,,,,,,,,,,,,,,,,,,,,Matches
312,Gustavo Nescau,br BRA,FW,Albirex Niigata,22,2000,2.6,,,,,,,,,,,,,,,,,,,,,Matches
313,Daigo Nishi,jp JPN,DF,Consa Sapporo,35,1987,0.4,,,,,,,,,,,,,,,,,,,,,Matches
314,Jun Nishikawa,jp JPN,"MF,FW",Sagan Tosu,20,2002,8.2,,,,,,,,,,,,,,,,,,,,,Matches
315,Shusaku Nishikawa,jp JPN,GK,Urawa Reds,36,1986,34.0,,,,,,,,,,,,,,,,,,,,,Matches
316,Takuma Nishimura,jp JPN,MF,Marinos,26,1996,20.5,,,,,,,,,,,,,,,,,,,,,Matches
317,Shota Nishino,jp JPN,DF,Consa Sapporo,18,2004,0.2,,,,,,,,,,,,,,,,,,,,,Matches
318,Ryūya Nishio,jp JPN,DF,Cerezo Osaka,21,2001,3.6,,,,,,,,,,,,,,,,,,,,,Matches
319,Taiga Nishiyama,jp JPN,DF,Yokohama FC,23,1999,0.1,,,,,,,,,,,,,,,,,,,,,Matches
320,Kyohei Noborizato,jp JPN,DF,Kawa Frontale,32,1990,22.4,,,,,,,,,,,,,,,,,,,,,Matches
321,Yuki Nogami,jp JPN,"DF,MF",Grampus,31,1991,22.2,,,,,,,,,,,,,,,,,,,,,Matches
322,Gakuto Notsuda,jp JPN,MF,Sanfrecce,28,1994,19.7,,,,,,,,,,,,,,,,,,,,,Matches
323,Reon Nozawa,jp JPN,FW,FC Tokyo,19,2003,0.4,,,,,,,,,,,,,,,,,,,,,Matches
324,Taishi Nozawa,jp JPN,GK,FC Tokyo,20,2002,10.0,,,,,,,,,,,,,,,,,,,,,Matches
325,Powell Obi,jp JPN,GK,Marinos,25,1997,2.0,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
326,Riku Ochiai,jp JPN,MF,Kashiwa Reysol,23,1999,0.8,,,,,,,,,,,,,,,,,,,,,Matches
327,Itsuki Oda,jp JPN,"MF,DF",Avispa Fukuoka,24,1998,21.5,,,,,,,,,,,,,,,,,,,,,Matches
328,Tsuyoshi Ogashiwa,jp JPN,FW,Consa Sapporo,24,1998,18.2,,,,,,,,,,,,,,,,,,,,,Matches
329,Keijiro Ogawa,jp JPN,MF,Yokohama FC,30,1992,12.1,,,,,,,,,,,,,,,,,,,,,Matches
330,Koki Ogawa,jp JPN,FW,Yokohama FC,25,1997,14.2,,,,,,,,,,,,,,,,,,,,,Matches
331,Takahiro Ogihara,jp JPN,MF,Vissel Kobe,31,1991,7.7,,,,,,,,,,,,,,,,,,,,,Matches
332,Takuya Ogiwara,jp JPN,DF,Urawa Reds,23,1999,16.9,,,,,,,,,,,,,,,,,,,,,Matches
333,Yuki Ohashi,jp JPN,FW,Shonan Bellmare,26,1996,20.1,,,,,,,,,,,,,,,,,,,,,Matches
334,Ayumu Ohata,jp JPN,DF,Urawa Reds,21,2001,5.2,,,,,,,,,,,,,,,,,,,,,Matches
335,Kazuki Oiwa,jp JPN,DF,Shonan Bellmare,33,1989,22.0,,,,,,,,,,,,,,,,,,,,,Matches
336,Takuya Okamoto,jp JPN,"MF,DF",Shonan Bellmare,30,1992,12.3,,,,,,,,,,,,,,,,,,,,,Matches
337,Daihachi Okamura,jp JPN,DF,Consa Sapporo,25,1997,29.3,,,,,,,,,,,,,,,,,,,,,Matches
338,Tomoaki Okubo,jp JPN,MF,Urawa Reds,24,1998,25.5,,,,,,,,,,,,,,,,,,,,,Matches
339,Hiroaki Okuno,jp JPN,"MF,FW",Cerezo Osaka,33,1989,21.0,,,,,,,,,,,,,,,,,,,,,Matches
340,Kohei Okuno,jp JPN,MF,Shonan Bellmare,22,2000,12.7,,,,,,,,,,,,,,,,,,,,,Matches
341,Diego Oliveira,br BRA,FW,FC Tokyo,32,1990,28.5,,,,,,,,,,,,,,,,,,,,,Matches
342,Takuma Ominami,jp JPN,DF,Kawa Frontale,25,1997,20.8,,,,,,,,,,,,,,,,,,,,,Matches
343,Shingo Omori,jp JPN,FW,Consa Sapporo,21,2001,0.3,,,,,,,,,,,,,,,,,,,,,Matches
344,Kazunari Ono,jp JPN,DF,Shonan Bellmare,33,1989,18.1,,,,,,,,,,,,,,,,,,,,,Matches
345,Shinji Ono,jp JPN,MF,Consa Sapporo,43,1979,0.2,,,,,,,,,,,,,,,,,,,,,Matches
346,Yuji Ono,jp JPN,FW,Sagan Tosu,30,1992,18.5,,,,,,,,,,,,,,,,,,,,,Matches
347,Kosuke Onose,jp JPN,MF,Shonan Bellmare,29,1993,20.5,,,,,,,,,,,,,,,,,,,,,Matches
348,Leo Osaki,jp JPN,"MF,DF",Vissel Kobe,31,1991,9.4,,,,,,,,,,,,,,,,,,,,,Matches
349,Keisuke Ōsako,jp JPN,GK,Sanfrecce,23,1999,33.9,,,,,,,,,,,,,,,,,,,,,Matches
350,Yuya Osako,jp JPN,FW,Vissel Kobe,32,1990,31.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
351,Ryota Oshima,jp JPN,MF,Kawa Frontale,30,1993,7.6,,,,,,,,,,,,,,,,,,,,,Matches
352,Gakuji Ota,jp JPN,GK,Kyoto Sanga,32,1990,12.0,,,,,,,,,,,,,,,,,,,,,Matches
353,Shusuke Ota,jp JPN,MF,Albirex Niigata,26,1996,11.8,,,,,,,,,,,,,,,,,,,,,Matches
354,Koki Otani,jp JPN,GK,Consa Sapporo,33,1989,3.0,,,,,,,,,,,,,,,,,,,,,Matches
355,Yūsei Ozaki,jp JPN,DF,Vissel Kobe,19,2003,0.3,,,,,,,,,,,,,,,,,,,,,Matches
356,Patric,br BRA,FW,Kyoto Sanga,35,1987,13.6,,,,,,,,,,,,,,,,,,,,,Matches
357,Jean Patric,br BRA,"FW,MF",Vissel Kobe,25,1997,10.0,,,,,,,,,,,,,,,,,,,,,Matches
358,Thales Paula,br BRA,FW,Grampus,21,2001,1.2,,,,,,,,,,,,,,,,,,,,,Matches
359,Pedro Perotti,br BRA,FW,FC Tokyo,25,1997,2.6,,,,,,,,,,,,,,,,,,,,,Matches
360,Diego Pituca,br BRA,MF,Kashima Antlers,30,1992,29.4,,,,,,,,,,,,,,,,,,,,,Matches
361,Eakkanit Punya,th THA,MF,Urawa Reds,23,1999,2.1,,,,,,,,,,,,,,,,,,,,,Matches
362,Marcelo Ryan,br BRA,FW,Yokohama FC,20,2002,12.5,,,,,,,,,,,,,,,,,,,,,Matches
363,Mitsuki Saito,jp JPN,MF,Vissel Kobe,24,1999,21.0,,,,,,,,,,,,,,,,,,,,,Matches
364,Gōtoku Sakai,jp JPN,"DF,MF",Vissel Kobe,31,1991,28.9,,,,,,,,,,,,,,,,,,,,,Matches
365,Hiroki Sakai,jp JPN,DF,Urawa Reds,32,1990,23.1,,,,,,,,,,,,,,,,,,,,,Matches
366,Noriyoshi Sakai,jp JPN,FW,Grampus,30,1992,5.1,,,,,,,,,,,,,,,,,,,,,Matches
367,Keigo Sakakibara,jp JPN,MF,Marinos,22,2000,0.4,,,,,,,,,,,,,,,,,,,,,Matches
368,Kiriya Sakamoto,jp JPN,DF,Sagan Tosu,19,2003,1.6,,,,,,,,,,,,,,,,,,,,,Matches
369,Koki Sakamoto,jp JPN,MF,Yokohama FC,24,1999,11.3,,,,,,,,,,,,,,,,,,,,,Matches
370,Reiya Sakata,jp JPN,MF,Cerezo Osaka,18,2004,1.4,,,,,,,,,,,,,,,,,,,,,Matches
371,Yuki Saneto,jp JPN,DF,Marinos,34,1989,2.9,,,,,,,,,,,,,,,,,,,,,Matches
372,Kaishu Sano,jp JPN,MF,Kashima Antlers,22,2000,23.9,,,,,,,,,,,,,,,,,,,,,Matches
373,Supachok Sarachat,th THA,"MF,FW",Consa Sapporo,24,1998,13.1,,,,,,,,,,,,,,,,,,,,,Matches
374,Asahi Sasaki,jp JPN,DF,Kawa Frontale,23,2000,6.6,,,,,,,,,,,,,,,,,,,,,Matches
375,Daiju Sasaki,jp JPN,"MF,FW",Vissel Kobe,32,1990,21.6,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
376,Masato Sasaki,jp JPN,GK,Kashiwa Reysol,20,2002,3.0,,,,,,,,,,,,,,,,,,,,,Matches
377,Sho Sasaki,jp JPN,DF,Sanfrecce,33,1989,32.0,,,,,,,,,,,,,,,,,,,,,Matches
378,Kyō Satō,jp JPN,DF,Kyoto Sanga,22,2000,18.4,,,,,,,,,,,,,,,,,,,,,Matches
379,Ryoga Sato,jp JPN,"MF,FW",Avispa Fukuoka,23,1999,11.5,,,,,,,,,,,,,,,,,,,,,Matches
380,Yota Sato,jp JPN,DF,Gamba Osaka,24,1998,9.8,,,,,,,,,,,,,,,,,,,,,Matches
381,Matheus Sávio,br BRA,"MF,FW",Kashiwa Reysol,25,1997,28.3,,,,,,,,,,,,,,,,,,,,,Matches
382,Alex Schalk,nl NED,MF,Urawa Reds,30,1992,2.0,,,,,,,,,,,,,,,,,,,,,Matches
383,João Schmidt,br BRA,MF,Kawa Frontale,29,1993,19.8,,,,,,,,,,,,,,,,,,,,,Matches
384,Alexander Scholz,dk DEN,DF,Urawa Reds,30,1992,34.0,,,,,,,,,,,,,,,,,,,,,Matches
385,Yusuke Segawa,jp JPN,"MF,FW",Kawa Frontale,28,1994,11.6,,,,,,,,,,,,,,,,,,,,,Matches
386,Ikuma Sekigawa,jp JPN,DF,Kashima Antlers,22,2000,27.9,,,,,,,,,,,,,,,,,,,,,Matches
387,Takahiro Sekine,jp JPN,MF,Urawa Reds,27,1995,21.5,,,,,,,,,,,,,,,,,,,,,Matches
388,Tatsuki Seko,jp JPN,MF,Kawa Frontale,25,1997,16.2,,,,,,,,,,,,,,,,,,,,,Matches
389,Keiya Sento,jp JPN,MF,Kashiwa Reysol,28,1994,12.2,,,,,,,,,,,,,,,,,,,,,Matches
390,Hwang Seok-ho,kr KOR,DF,Sagan Tosu,33,1989,15.1,,,,,,,,,,,,,,,,,,,,,Matches
391,Gaku Shibasaki,jp JPN,MF,Kashima Antlers,30,1992,1.1,,,,,,,,,,,,,,,,,,,,,Matches
392,Kosei Shibasaki,jp JPN,MF,Sanfrecce,38,1984,1.5,,,,,,,,,,,,,,,,,,,,,Matches
393,Kai Shibato,jp JPN,MF,Urawa Reds,27,1995,1.6,,,,,,,,,,,,,,,,,,,,,Matches
394,Masaya Shibayama,jp JPN,MF,Cerezo Osaka,20,2002,4.4,,,,,,,,,,,,,,,,,,,,,Matches
395,Takaaki Shichi,jp JPN,MF,Sanfrecce,29,1993,16.0,,,,,,,,,,,,,,,,,,,,,Matches
396,Takuya Shigehiro,jp JPN,MF,Grampus,27,1995,0.5,,,,,,,,,,,,,,,,,,,,,Matches
397,Masato Shigemi,jp JPN,MF,Avispa Fukuoka,21,2001,4.2,,,,,,,,,,,,,,,,,,,,,Matches
398,Keiya Shiihashi,jp JPN,MF,Kashiwa Reysol,25,1997,25.1,,,,,,,,,,,,,,,,,,,,,Matches
399,Kazuyoshi Shimabuku,pe PER,MF,Albirex Niigata,23,1999,0.3,,,,,,,,,,,,,,,,,,,,,Matches
400,Yuzuru Shimada,jp JPN,MF,Albirex Niigata,32,1990,15.3,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
401,Toshio Shimakawa,jp JPN,"DF,MF",Sagan Tosu,32,1990,0.2,,,,,,,,,,,,,,,,,,,,,Matches
402,Keisuke Shimizu,jp JPN,GK,Cerezo Osaka,34,1988,2.0,,,,,,,,,,,,,,,,,,,,,Matches
403,Ryosuke Shindo,jp JPN,DF,Cerezo Osaka,26,1996,20.2,,,,,,,,,,,,,,,,,,,,,Matches
404,Tsukasa Shiotani,jp JPN,DF,Sanfrecce,34,1988,26.3,,,,,,,,,,,,,,,,,,,,,Matches
405,Kosuke Shirai,jp JPN,DF,FC Tokyo,28,1994,5.8,,,,,,,,,,,,,,,,,,,,,Matches
