wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
19,Sat,2021-01-16,16:00 (14:00),Gaziantep FK,2–1,Kayserispor,,Kalyon Arena,Halil Umut Meler,Match Report,
19,Sat,2021-01-16,19:00 (17:00),Antalyaspor,1–1,Trabzonspor,,Antalya Stadyumu,Ali Palabıyık,Match Report,
19,Sun,2021-01-17,13:30 (11:30),Denizlispor,0–2,Hatayspor,,Denizli Atatürk Stadyumu,Koray Gençerler,Match Report,
19,Sun,2021-01-17,16:00 (14:00),Yeni Mal'spor,4–1,Rizespor,,Yeni Malatya Stadyumu,Hüseyin Göçek,Match Report,
19,Sun,2021-01-17,19:00 (17:00),Beşiktaş,2–0,Galatasaray,,Vodafone Arena,Cüneyt Çakιr,Match Report,
19,Mon,2021-01-18,19:00 (17:00),Fenerbahçe,3–1,Ankaragücü,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Arda Kardeşler,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
19,Mon,2021-01-18,19:00 (17:00),Kasımpaşa,1–2,Erzurum BB,,Recep Tayyip Erdoğan Stadyumu,Atilla Karaoğlan,Match Report,
20,Tue,2021-01-19,16:00 (14:00),Kayserispor,2–0,Başakşehir,,Kadir Has Şehir Stadı,Serkan Tokat,Match Report,
20,Tue,2021-01-19,16:00 (14:00),Göztepe,4–0,Gençlerbirliği,,Gürsel Aksel Stadyumu,Burak Şeker,Match Report,
20,Tue,2021-01-19,19:00 (17:00),Trabzonspor,3–1,Konyaspor,,Şenol Güneş Stadyumu,Abdulkadir Bitigen,Match Report,
20,Wed,2021-01-20,16:00 (14:00),Hatayspor,1–2,Yeni Mal'spor,,Antakya Atatürk Stadı,Ramazan Keleş,Match Report,
20,Wed,2021-01-20,16:00 (14:00),Rizespor,3–0,Gaziantep FK,,Yeni Rize Şehir Stadı,Halis Özkahya,Match Report,
20,Wed,2021-01-20,19:00 (17:00),Galatasaray,6–1,Denizlispor,,Türk Telekom Arena,Suat Arslanboga,Match Report,
20,Thu,2021-01-21,16:00 (14:00),Erzurum BB,1–1,Alanyaspor,,Kazım Karabekir Stadyumu,Turgut Doman,Match Report,
20,Thu,2021-01-21,16:00 (14:00),Fatih Karagümrük,1–4,Beşiktaş,,Atatürk Olimpiyat Stadı,Mete Kalkavan,Match Report,
20,Thu,2021-01-21,19:00 (17:00),Ankaragücü,1–0,Kasımpaşa,,Eryaman Stadyumu,Sarper Baris Saka,Match Report,
20,Thu,2021-01-21,19:00 (17:00),Sivasspor,1–1,Fenerbahçe,,Sivas Arena,Yaşar Kemal Uğurlu,Match Report,
21,Sat,2021-01-23,16:00 (14:00),Gençlerbirliği,1–2,Trabzonspor,,Eryaman Stadyumu,Mustafa Öğretmenoğlu,Match Report,
21,Sat,2021-01-23,19:00 (17:00),Başakşehir,1–1,Rizespor,,Başakşehir Fatih Terim Stadium,Umit Öztürk,Match Report,
21,Sun,2021-01-24,13:30 (11:30),Konyaspor,0–0,Antalyaspor,,Konya Büyükşehir Stadı,Tugay Kaan Numanoğlu,Match Report,
21,Sun,2021-01-24,16:00 (14:00),Denizlispor,1–2,Fatih Karagümrük,,Denizli Atatürk Stadyumu,Erkan Özdamar,Match Report,
21,Sun,2021-01-24,16:00 (14:00),Yeni Mal'spor,0–1,Galatasaray,,Yeni Malatya Stadyumu,Ali Palabıyık,Match Report,
21,Sun,2021-01-24,19:00 (17:00),Gaziantep FK,1–1,Hatayspor,,Kalyon Arena,Fırat Aydınus,Match Report,
21,Sun,2021-01-24,19:00 (17:00),Beşiktaş,2–1,Göztepe,,Vodafone Arena,Ali Şansalan,Match Report,
21,Mon,2021-01-25,16:00 (14:00),Kasımpaşa,2–0,Sivasspor,,Recep Tayyip Erdoğan Stadyumu,Mert Güzenge,Match Report,
21,Mon,2021-01-25,19:00 (17:00),Fenerbahçe,3–0,Kayserispor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Alper Ulusoy,Match Report,
21,Mon,2021-01-25,19:00 (17:00),Alanyaspor,4–3,Ankaragücü,,Bahçeşehir Okulları Stadyumu,Cüneyt Çakιr,Match Report,
22,Fri,2021-01-29,16:00 (14:00),Yeni Mal'spor,0–0,Fatih Karagümrük,,Yeni Malatya Stadyumu,Yasin Kol,Match Report,
22,Fri,2021-01-29,19:00 (17:00),Gaziantep FK,1–2,Galatasaray,,Kalyon Arena,Mete Kalkavan,Match Report,
22,Sat,2021-01-30,13:30 (11:30),Kasımpaşa,0–1,Kayserispor,,Recep Tayyip Erdoğan Stadyumu,Hüseyin Göçek,Match Report,
22,Sat,2021-01-30,16:00 (14:00),Başakşehir,1–5,Hatayspor,,Başakşehir Fatih Terim Stadium,Cüneyt Çakιr,Match Report,
22,Sat,2021-01-30,19:00 (17:00),Fenerbahçe,1–0,Rizespor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Abdulkadir Bitigen,Match Report,
22,Sun,2021-01-31,13:30 (11:30),Erzurum BB,1–0,Ankaragücü,,Kazım Karabekir Stadyumu,Umit Öztürk,Match Report,
22,Sun,2021-01-31,16:00 (14:00),Denizlispor,2–1,Göztepe,,Denizli Atatürk Stadyumu,Sarper Baris Saka,Match Report,
22,Sun,2021-01-31,16:00 (14:00),Alanyaspor,3–1,Sivasspor,,Bahçeşehir Okulları Stadyumu,Zorbay Küçük,Match Report,
22,Sun,2021-01-31,16:00 (14:00),Gençlerbirliği,0–1,Antalyaspor,,Eryaman Stadyumu,Bahattin Şimşek,Match Report,
22,Sun,2021-01-31,19:00 (17:00),Beşiktaş,1–2,Trabzonspor,,Vodafone Arena,Halil Umut Meler,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
23,Tue,2021-02-02,16:00 (14:00),Hatayspor,1–2,Fenerbahçe,,Antakya Atatürk Stadı,Suat Arslanboga,Match Report,
23,Tue,2021-02-02,19:00 (17:00),Galatasaray,3–0,Başakşehir,,Türk Telekom Arena,Arda Kardeşler,Match Report,
23,Tue,2021-02-02,19:00 (17:00),Rizespor,1–1,Kasımpaşa,,Yeni Rize Şehir Stadı,Serkan Tokat,Match Report,
23,Wed,2021-02-03,13:30 (11:30),Sivasspor,0–0,Erzurum BB,,Sivas Arena,Fırat Aydınus,Match Report,
23,Wed,2021-02-03,16:00 (14:00),Kayserispor,1–1,Alanyaspor,,Kadir Has Şehir Stadı,Atilla Karaoğlan,Match Report,
23,Wed,2021-02-03,16:00 (14:00),Fatih Karagümrük,2–0,Gaziantep FK,,Atatürk Olimpiyat Stadı,Ali Palabıyık,Match Report,
23,Wed,2021-02-03,19:00 (17:00),Konyaspor,0–0,Gençlerbirliği,,Konya Büyükşehir Stadı,Özgür Yankaya,Match Report,
23,Wed,2021-02-03,19:00 (17:00),Antalyaspor,1–1,Beşiktaş,,Antalya Stadyumu,Alper Ulusoy,Match Report,
23,Thu,2021-02-04,16:00 (14:00),Göztepe,2–2,Yeni Mal'spor,,Gürsel Aksel Stadyumu,Turgut Doman,Match Report,
23,Thu,2021-02-04,19:00 (17:00),Trabzonspor,1–0,Denizlispor,,Şenol Güneş Stadyumu,Tugay Kaan Numanoğlu,Match Report,
24,Sat,2021-02-06,13:30 (11:30),Kasımpaşa,1–4,Hatayspor,,Recep Tayyip Erdoğan Stadyumu,Bahattin Şimşek,Match Report,
24,Sat,2021-02-06,16:00 (14:00),Alanyaspor,2–1,Rizespor,,Bahçeşehir Okulları Stadyumu,Mete Kalkavan,Match Report,
24,Sat,2021-02-06,16:00 (14:00),Başakşehir,0–1,Fatih Karagümrük,,Başakşehir Fatih Terim Stadium,Halil Umut Meler,Match Report,
24,Sat,2021-02-06,19:00 (17:00),Fenerbahçe,0–1,Galatasaray,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cüneyt Çakιr,Match Report,
24,Sun,2021-02-07,13:30 (11:30),Erzurum BB,1–1,Kayserispor,,Kazım Karabekir Stadyumu,Yaşar Kemal Uğurlu,Match Report,
24,Sun,2021-02-07,16:00 (14:00),Ankaragücü,1–4,Sivasspor,,Eryaman Stadyumu,Burak Şeker,Match Report,
24,Sun,2021-02-07,16:00 (14:00),Denizlispor,1–1,Antalyaspor,,Denizli Atatürk Stadyumu,Zorbay Küçük,Match Report,
24,Sun,2021-02-07,19:00 (17:00),Beşiktaş,1–0,Konyaspor,,Vodafone Arena,Halis Özkahya,Match Report,
24,Mon,2021-02-08,16:00 (14:00),Gaziantep FK,2–0,Göztepe,,Kalyon Arena,Volkan Bayarslan,Match Report,
24,Mon,2021-02-08,19:00 (17:00),Yeni Mal'spor,0–2,Trabzonspor,,Yeni Malatya Stadyumu,Erkan Özdamar,Match Report,
25,Fri,2021-02-12,19:00 (17:00),Rizespor,0–2,Erzurum BB,,Yeni Rize Şehir Stadı,Cüneyt Çakιr,Match Report,
25,Sat,2021-02-13,13:30 (11:30),Kayserispor,0–0,Ankaragücü,,Kadir Has Şehir Stadı,Halil Umut Meler,Match Report,
25,Sat,2021-02-13,16:00 (14:00),Trabzonspor,1–0,Gaziantep FK,,Şenol Güneş Stadyumu,Zorbay Küçük,Match Report,
25,Sat,2021-02-13,19:00 (17:00),Fatih Karagümrük,1–2,Fenerbahçe,,Atatürk Olimpiyat Stadı,Halis Özkahya,Match Report,
25,Sun,2021-02-14,13:30 (11:30),Konyaspor,2–0,Denizlispor,,Konya Büyükşehir Stadı,Hüseyin Göçek,Match Report,
25,Sun,2021-02-14,16:00 (14:00),Göztepe,2–1,Başakşehir,,Gürsel Aksel Stadyumu,Umit Öztürk,Match Report,
25,Sun,2021-02-14,16:00 (14:00),Hatayspor,0–0,Alanyaspor,,Antakya Atatürk Stadı,Turgut Doman,Match Report,
25,Sun,2021-02-14,16:00 (14:00),Galatasaray,2–1,Kasımpaşa,,Türk Telekom Arena,Erkan Özdamar,Match Report,
25,Mon,2021-02-15,16:00 (14:00),Gençlerbirliği,0–3,Beşiktaş,,Eryaman Stadyumu,Yaşar Kemal Uğurlu,Match Report,
25,Mon,2021-02-15,19:00 (17:00),Antalyaspor,1–1,Yeni Mal'spor,,Antalya Stadyumu,Serkan Tokat,Match Report,
26,Fri,2021-02-19,19:00 (17:00),Başakşehir,0–1,Trabzonspor,,Başakşehir Fatih Terim Stadium,Halil Umut Meler,Match Report,
26,Sat,2021-02-20,13:30 (11:30),Kasımpaşa,3–2,Fatih Karagümrük,,Recep Tayyip Erdoğan Stadyumu,Yaşar Kemal Uğurlu,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
26,Sat,2021-02-20,16:00 (14:00),Yeni Mal'spor,2–3,Konyaspor,,Yeni Malatya Stadyumu,Sarper Baris Saka,Match Report,
26,Sat,2021-02-20,16:00 (14:00),Denizlispor,1–0,Gençlerbirliği,,Denizli Atatürk Stadyumu,Tugay Kaan Numanoğlu,Match Report,
26,Sat,2021-02-20,19:00 (17:00),Alanyaspor,0–1,Galatasaray,,Bahçeşehir Okulları Stadyumu,Zorbay Küçük,Match Report,
26,Sun,2021-02-21,13:30 (11:30),Erzurum BB,1–3,Hatayspor,,Kazım Karabekir Stadyumu,Serkan Tokat,Match Report,
26,Sun,2021-02-21,16:00 (14:00),Sivasspor,2–0,Kayserispor,,Sivas Arena,Ali Şansalan,Match Report,
26,Sun,2021-02-21,16:00 (14:00),Gaziantep FK,0–0,Antalyaspor,,Kalyon Arena,Arda Kardeşler,Match Report,
26,Sun,2021-02-21,19:00 (17:00),Fenerbahçe,0–1,Göztepe,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Hüseyin Göçek,Match Report,
26,Mon,2021-02-22,19:00 (17:00),Ankaragücü,1–1,Rizespor,,Eryaman Stadyumu,Halis Özkahya,Match Report,
27,Fri,2021-02-26,16:00 (14:00),Gençlerbirliği,1–1,Yeni Mal'spor,,Eryaman Stadyumu,Alper Ulusoy,Match Report,
27,Fri,2021-02-26,16:00 (14:00),Konyaspor,0–0,Gaziantep FK,,Konya Büyükşehir Stadı,Erkan Özdamar,Match Report,
27,Fri,2021-02-26,19:00 (17:00),Beşiktaş,3–0,Denizlispor,,Vodafone Arena,Cüneyt Çakιr,Match Report,
27,Sat,2021-02-27,13:30 (11:30),Fatih Karagümrük,2–0,Alanyaspor,,Atatürk Olimpiyat Stadı,Volkan Bayarslan,Match Report,
27,Sat,2021-02-27,13:30 (11:30),Hatayspor,4–1,Ankaragücü,,Antakya Atatürk Stadı,Atilla Karaoğlan,Match Report,
27,Sat,2021-02-27,16:00 (14:00),Antalyaspor,0–0,Başakşehir,,Antalya Stadyumu,Fırat Aydınus,Match Report,
27,Sat,2021-02-27,16:00 (14:00),Rizespor,0–0,Sivasspor,,Yeni Rize Şehir Stadı,Özgür Yankaya,Match Report,
27,Sat,2021-02-27,19:00 (17:00),Galatasaray,2–0,Erzurum BB,,Türk Telekom Arena,Mete Kalkavan,Match Report,
27,Sun,2021-02-28,16:00 (14:00),Göztepe,1–0,Kasımpaşa,,Gürsel Aksel Stadyumu,Suat Arslanboga,Match Report,
27,Sun,2021-02-28,19:00 (17:00),Trabzonspor,0–1,Fenerbahçe,,Şenol Güneş Stadyumu,Yaşar Kemal Uğurlu,Match Report,
28,Tue,2021-03-02,16:00 (14:00),Gaziantep FK,2–1,Gençlerbirliği,,Kalyon Arena,Bahattin Şimşek,Match Report,
28,Tue,2021-03-02,19:00 (17:00),Yeni Mal'spor,0–1,Beşiktaş,,Yeni Malatya Stadyumu,Halis Özkahya,Match Report,
28,Wed,2021-03-03,13:30 (11:30),Erzurum BB,2–2,Fatih Karagümrük,,Kazım Karabekir Stadyumu,Ali Şansalan,Match Report,
28,Wed,2021-03-03,16:00 (14:00),Başakşehir,1–1,Konyaspor,,Başakşehir Fatih Terim Stadium,Ali Palabıyık,Match Report,
28,Wed,2021-03-03,16:00 (14:00),Sivasspor,1–1,Hatayspor,,Sivas Arena,Mustafa Öğretmenoğlu,Match Report,
28,Wed,2021-03-03,19:00 (17:00),Kayserispor,2–1,Rizespor,,Kadir Has Şehir Stadı,Hüseyin Göçek,Match Report,
28,Wed,2021-03-03,19:00 (17:00),Ankaragücü,2–1,Galatasaray,,Eryaman Stadyumu,Halil Umut Meler,Match Report,
28,Thu,2021-03-04,16:00 (14:00),Kasımpaşa,1–2,Trabzonspor,,Recep Tayyip Erdoğan Stadyumu,Abdulkadir Bitigen,Match Report,
28,Thu,2021-03-04,16:00 (14:00),Alanyaspor,1–1,Göztepe,,Bahçeşehir Okulları Stadyumu,Tugay Kaan Numanoğlu,Match Report,
28,Thu,2021-03-04,19:00 (17:00),Fenerbahçe,1–1,Antalyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Umit Öztürk,Match Report,
29,Sat,2021-03-06,16:00 (14:00),Denizlispor,3–2,Yeni Mal'spor,,Denizli Atatürk Stadyumu,Arda Kardeşler,Match Report,
29,Sat,2021-03-06,19:00 (17:00),Beşiktaş,2–1,Gaziantep FK,,Vodafone Arena,Mete Kalkavan,Match Report,
29,Sun,2021-03-07,13:30 (11:30),Fatih Karagümrük,0–1,Ankaragücü,,Atatürk Olimpiyat Stadı,Halis Özkahya,Match Report,
29,Sun,2021-03-07,16:00 (14:00),Hatayspor,1–3,Kayserispor,,Antakya Atatürk Stadı,Yaşar Kemal Uğurlu,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
29,Sun,2021-03-07,16:00 (14:00),Gençlerbirliği,0–1,Başakşehir,,Eryaman Stadyumu,Özgür Yankaya,Match Report,
29,Sun,2021-03-07,19:00 (17:00),Galatasaray,2–2,Sivasspor,,Türk Telekom Arena,Ali Şansalan,Match Report,
29,Mon,2021-03-08,16:00 (14:00),Trabzonspor,1–3,Alanyaspor,,Şenol Güneş Stadyumu,Suat Arslanboga,Match Report,
29,Mon,2021-03-08,16:00 (14:00),Antalyaspor,1–1,Kasımpaşa,,Antalya Stadyumu,Serkan Tokat,Match Report,
29,Mon,2021-03-08,19:00 (17:00),Konyaspor,0–3,Fenerbahçe,,Konya Büyükşehir Stadı,Fırat Aydınus,Match Report,
29,Mon,2021-03-08,19:00 (17:00),Göztepe,3–1,Erzurum BB,,Gürsel Aksel Stadyumu,Zorbay Küçük,Match Report,
30,Fri,2021-03-12,19:00 (17:00),Başakşehir,2–3,Beşiktaş,,Başakşehir Fatih Terim Stadium,Cüneyt Çakιr,Match Report,
30,Sat,2021-03-13,13:30 (11:30),Sivasspor,1–0,Fatih Karagümrük,,Sivas Arena,Halil Umut Meler,Match Report,
30,Sat,2021-03-13,16:00 (14:00),Rizespor,1–0,Hatayspor,,Yeni Rize Şehir Stadı,Suat Arslanboga,Match Report,
30,Sat,2021-03-13,16:00 (14:00),Alanyaspor,4–0,Antalyaspor,,Bahçeşehir Okulları Stadyumu,Sarper Baris Saka,Match Report,
30,Sat,2021-03-13,19:00 (17:00),Kayserispor,0–3,Galatasaray,,Kadir Has Şehir Stadı,Halis Özkahya,Match Report,
30,Sun,2021-03-14,13:30 (11:30),Ankaragücü,3–0,Göztepe,,Eryaman Stadyumu,Hüseyin Göçek,Match Report,
30,Sun,2021-03-14,16:00 (14:00),Gaziantep FK,2–0,Denizlispor,,Kalyon Arena,Atilla Karaoğlan,Match Report,
30,Sun,2021-03-14,16:00 (14:00),Erzurum BB,0–0,Trabzonspor,,Kazım Karabekir Stadyumu,Ali Palabıyık,Match Report,
30,Sun,2021-03-14,19:00 (17:00),Fenerbahçe,1–2,Gençlerbirliği,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Abdulkadir Bitigen,Match Report,
30,Mon,2021-03-15,19:00 (17:00),Kasımpaşa,1–1,Konyaspor,,Recep Tayyip Erdoğan Stadyumu,Volkan Bayarslan,Match Report,
31,Fri,2021-03-19,16:00 (14:00),Fatih Karagümrük,3–0,Kayserispor,,Atatürk Olimpiyat Stadı,Bahattin Şimşek,Match Report,
31,Fri,2021-03-19,19:00 (17:00),Galatasaray,3–4,Rizespor,,Türk Telekom Arena,Volkan Bayarslan,Match Report,
31,Sat,2021-03-20,13:30 (11:30),Gençlerbirliği,2–1,Kasımpaşa,,Eryaman Stadyumu,Arda Kardeşler,Match Report,
31,Sat,2021-03-20,16:00 (14:00),Göztepe,3–5,Sivasspor,,Gürsel Aksel Stadyumu,Yasin Kol,Match Report,
31,Sat,2021-03-20,16:00 (14:00),Yeni Mal'spor,2–2,Gaziantep FK,,Yeni Malatya Stadyumu,Mert Güzenge,Match Report,
31,Sat,2021-03-20,19:00 (17:00),Trabzonspor,4–1,Ankaragücü,,Şenol Güneş Stadyumu,Zorbay Küçük,Match Report,
31,Sun,2021-03-21,13:30 (11:30),Antalyaspor,3–1,Erzurum BB,,Antalya Stadyumu,Erkan Özdamar,Match Report,
31,Sun,2021-03-21,13:30 (11:30),Konyaspor,1–0,Alanyaspor,,Konya Büyükşehir Stadı,Koray Gençerler,Match Report,
31,Sun,2021-03-21,16:00 (14:00),Denizlispor,0–0,Başakşehir,,Denizli Atatürk Stadyumu,Tugay Kaan Numanoğlu,Match Report,
31,Sun,2021-03-21,19:00 (17:00),Beşiktaş,1–1,Fenerbahçe,,Vodafone Arena,Halil Umut Meler,Match Report,
32,Sat,2021-04-03,13:30 (12:30),Kayserispor,1–1,Göztepe,,Kadir Has Şehir Stadı,Burak Şeker,Match Report,
32,Sat,2021-04-03,16:00 (15:00),Rizespor,0–0,Fatih Karagümrük,,Yeni Rize Şehir Stadı,Umit Öztürk,Match Report,
32,Sat,2021-04-03,16:00 (15:00),Sivasspor,0–0,Trabzonspor,,Sivas Arena,Mete Kalkavan,Match Report,
32,Sat,2021-04-03,19:00 (18:00),Hatayspor,3–0,Galatasaray,,Antakya Atatürk Stadı,Abdulkadir Bitigen,Match Report,
32,Sun,2021-04-04,13:30 (12:30),Erzurum BB,1–2,Konyaspor,,Kazım Karabekir Stadyumu,Sarper Baris Saka,Match Report,
32,Sun,2021-04-04,16:00 (15:00),Alanyaspor,1–2,Gençlerbirliği,,Bahçeşehir Okulları Stadyumu,Ali Şansalan,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
32,Sun,2021-04-04,16:00 (15:00),Ankaragücü,1–0,Antalyaspor,,Eryaman Stadyumu,Ali Palabıyık,Match Report,
32,Sun,2021-04-04,16:00 (15:00),Başakşehir,3–1,Yeni Mal'spor,,Başakşehir Fatih Terim Stadium,Yaşar Kemal Uğurlu,Match Report,
32,Sun,2021-04-04,19:00 (18:00),Kasımpaşa,1–0,Beşiktaş,,Recep Tayyip Erdoğan Stadyumu,Halil Umut Meler,Match Report,
32,Mon,2021-04-05,19:00 (18:00),Fenerbahçe,1–0,Denizlispor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cüneyt Çakιr,Match Report,
33,Tue,2021-04-06,16:00 (15:00),Göztepe,2–0,Rizespor,,Gürsel Aksel Stadyumu,Mustafa Öğretmenoğlu,Match Report,
33,Tue,2021-04-06,16:00 (15:00),Fatih Karagümrük,1–0,Hatayspor,,Atatürk Olimpiyat Stadı,Volkan Bayarslan,Match Report,
33,Tue,2021-04-06,19:00 (18:00),Trabzonspor,1–1,Kayserispor,,Şenol Güneş Stadyumu,Atilla Karaoğlan,Match Report,
33,Wed,2021-04-07,16:00 (15:00),Gençlerbirliği,1–1,Erzurum BB,,Eryaman Stadyumu,Suat Arslanboga,Match Report,
33,Wed,2021-04-07,16:00 (15:00),Konyaspor,1–1,Ankaragücü,,Konya Büyükşehir Stadı,Arda Kardeşler,Match Report,
33,Wed,2021-04-07,19:00 (18:00),Beşiktaş,3–0,Alanyaspor,,Vodafone Arena,Umit Öztürk,Match Report,
33,Wed,2021-04-07,19:00 (18:00),Antalyaspor,2–4,Sivasspor,,Antalya Stadyumu,Özgür Yankaya,Match Report,
33,Thu,2021-04-08,16:00 (15:00),Gaziantep FK,2–0,Başakşehir,,Kalyon Arena,Abdulkadir Bitigen,Match Report,
33,Thu,2021-04-08,16:00 (15:00),Denizlispor,1–1,Kasımpaşa,,Denizli Atatürk Stadyumu,Alper Ulusoy,Match Report,
33,Thu,2021-04-08,19:00 (18:00),Yeni Mal'spor,1–1,Fenerbahçe,,Yeni Malatya Stadyumu,Halis Özkahya,Match Report,
34,Sat,2021-04-10,13:30 (12:30),Hatayspor,2–3,Göztepe,,Antakya Atatürk Stadı,Erkan Özdamar,Match Report,
34,Sat,2021-04-10,16:00 (15:00),Rizespor,0–0,Trabzonspor,,Yeni Rize Şehir Stadı,Cüneyt Çakιr,Match Report,
34,Sat,2021-04-10,19:00 (18:00),Galatasaray,1–1,Fatih Karagümrük,,Türk Telekom Arena,Ali Palabıyık,Match Report,
34,Sun,2021-04-11,13:30 (12:30),Sivasspor,3–1,Konyaspor,,Sivas Arena,Zorbay Küçük,Match Report,
34,Sun,2021-04-11,16:00 (15:00),Ankaragücü,2–1,Gençlerbirliği,,Eryaman Stadyumu,Serkan Tokat,Match Report,
34,Sun,2021-04-11,16:00 (15:00),Kayserispor,0–1,Antalyaspor,,Kadir Has Şehir Stadı,Tugay Kaan Numanoğlu,Match Report,
34,Sun,2021-04-11,19:00 (18:00),Erzurum BB,2–4,Beşiktaş,,Kazım Karabekir Stadyumu,Yaşar Kemal Uğurlu,Match Report,
34,Mon,2021-04-12,16:00 (15:00),Kasımpaşa,0–0,Yeni Mal'spor,,Recep Tayyip Erdoğan Stadyumu,Bahattin Şimşek,Match Report,
34,Mon,2021-04-12,19:00 (18:00),Fenerbahçe,3–1,Gaziantep FK,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Mete Kalkavan,Match Report,
34,Mon,2021-04-12,19:00 (18:00),Alanyaspor,3–2,Denizlispor,,Bahçeşehir Okulları Stadyumu,Yasin Kol,Match Report,
35,Fri,2021-04-16,16:00 (15:00),Konyaspor,0–0,Kayserispor,,Konya Büyükşehir Stadı,Ali Şansalan,Match Report,
35,Fri,2021-04-16,16:00 (15:00),Gençlerbirliği,2–3,Sivasspor,,Eryaman Stadyumu,Umit Öztürk,Match Report,
35,Fri,2021-04-16,19:00 (18:00),Beşiktaş,2–2,Ankaragücü,,Vodafone Arena,Halis Özkahya,Match Report,
35,Fri,2021-04-16,19:00 (18:00),Antalyaspor,2–3,Rizespor,,Antalya Stadyumu,Suat Arslanboga,Match Report,
35,Sat,2021-04-17,13:30 (12:30),Denizlispor,2–3,Erzurum BB,,Denizli Atatürk Stadyumu,Halil Umut Meler,Match Report,
35,Sat,2021-04-17,16:00 (15:00),Yeni Mal'spor,1–0,Alanyaspor,,Yeni Malatya Stadyumu,Atilla Karaoğlan,Match Report,
35,Sat,2021-04-17,16:00 (15:00),Trabzonspor,1–1,Hatayspor,,Şenol Güneş Stadyumu,Zorbay Küçük,Match Report,
35,Sat,2021-04-17,19:00 (18:00),Göztepe,1–3,Galatasaray,,Gürsel Aksel Stadyumu,Fırat Aydınus,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
35,Sun,2021-04-18,16:00 (15:00),Gaziantep FK,2–2,Kasımpaşa,,Kalyon Arena,Arda Kardeşler,Match Report,
35,Sun,2021-04-18,19:00 (18:00),Başakşehir,1–2,Fenerbahçe,,Başakşehir Fatih Terim Stadium,Cüneyt Çakιr,Match Report,
36,Tue,2021-04-20,16:00 (15:00),Rizespor,5–3,Konyaspor,,Yeni Rize Şehir Stadı,Özgür Yankaya,Match Report,
36,Tue,2021-04-20,16:00 (15:00),Fatih Karagümrük,1–1,Göztepe,,Atatürk Olimpiyat Stadı,Tugay Kaan Numanoğlu,Match Report,
36,Tue,2021-04-20,16:00 (15:00),Kayserispor,2–2,Gençlerbirliği,,Kadir Has Şehir Stadı,Alper Ulusoy,Match Report,
36,Tue,2021-04-20,19:00 (18:00),Hatayspor,3–2,Antalyaspor,,Antakya Atatürk Stadı,Bahattin Şimşek,Match Report,
36,Tue,2021-04-20,19:00 (18:00),Sivasspor,0–0,Beşiktaş,,Sivas Arena,Fırat Aydınus,Match Report,
36,Wed,2021-04-21,16:00 (15:00),Erzurum BB,1–0,Yeni Mal'spor,,Kazım Karabekir Stadyumu,Ali Palabıyık,Match Report,
36,Wed,2021-04-21,16:00 (15:00),Ankaragücü,1–1,Denizlispor,,Eryaman Stadyumu,Abdulkadir Bitigen,Match Report,
36,Wed,2021-04-21,19:00 (18:00),Galatasaray,1–1,Trabzonspor,,Türk Telekom Arena,Mete Kalkavan,Match Report,
36,Thu,2021-04-22,16:00 (15:00),Alanyaspor,3–2,Gaziantep FK,,Bahçeşehir Okulları Stadyumu,Suat Arslanboga,Match Report,
36,Thu,2021-04-22,19:00 (18:00),Kasımpaşa,0–1,Başakşehir,,Recep Tayyip Erdoğan Stadyumu,Yaşar Kemal Uğurlu,Match Report,
37,Fri,2021-04-23,20:30 (19:30),Gençlerbirliği,2–1,Rizespor,,Eryaman Stadyumu,Bahattin Şimşek,Match Report,
37,Sat,2021-04-24,13:30 (12:30),Konyaspor,0–0,Hatayspor,,Konya Büyükşehir Stadı,Atilla Karaoğlan,Match Report,
37,Sat,2021-04-24,16:00 (15:00),Trabzonspor,2–0,Fatih Karagümrük,,Şenol Güneş Stadyumu,Ali Şansalan,Match Report,
37,Sat,2021-04-24,20:30 (19:30),Beşiktaş,3–1,Kayserispor,,Vodafone Arena,Cüneyt Çakιr,Match Report,
37,Sat,2021-04-24,20:30 (19:30),Antalyaspor,0–1,Galatasaray,,Antalya Stadyumu,Mete Kalkavan,Match Report,
37,Sat,2021-04-24,20:30 (19:30),Denizlispor,1–1,Sivasspor,,Denizli Atatürk Stadyumu,Hüseyin Göçek,Match Report,
